,SMILES,log CMC,traintest,pred,type,err,Molecules,Molecule name,Molecule weight,Average temperature,CMC (M),Convertable,Component 1,Component 2
108,CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3.113943352,train,2.89085,nonionic,0.0497706137502175,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33610>,,,,,,-0.6366267359297452,-0.0739701223861164
109,CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,2.491361694,train,2.2651033,nonionic,0.0511928426873979,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31AF0>,,,,,,-0.6302087676991053,-0.07381846055957565
110,CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,2.230448921,test,2.7744083,nonionic,0.2958918500128434,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31230>,,,,,,-0.6477753256993745,-0.08712860065808122
111,CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3.755874856,train,3.6405482,nonionic,0.0133002308450233,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33B50>,,,,,,-0.630492060717298,-0.06838639490680758
112,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3.51851394,train,3.4745717,nonionic,0.0019309200287034,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31FC0>,,,,,,-0.6202901419640077,-0.06477148712615927
113,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,2.653212514,train,2.5671425,nonionic,0.0074080496214109,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B319A0>,,,,,,-0.6212762106972982,-0.06794793648003394
114,CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.832508913,train,1.9703889,nonionic,0.0190108878680028,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32880>,,,,,,-0.610579515981902,-0.06570851022385535
115,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,3.838849091,train,3.774548,nonionic,0.0041346233925248,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33CA0>,,,,,,-0.6797365106199228,-0.10451133318492557
116,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,3.929418926,train,3.7845387,nonionic,0.0209902665915669,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32EA0>,,,,,,-0.6794891596719991,-0.10424523720645759
117,CCCCCCOCCOCCOCCO,5.0,train,5.0821586,nonionic,0.0067500298885079,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32030>,,,,,,-0.6379527699290242,-0.08529086934433498
118,CCCCCCCCCCOCCOCCOCCO,2.77815125,train,2.5655937,nonionic,0.0451807037797311,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31540>,,,,,,-0.6606929507061367,-0.10222062743657352
119,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1.939519253,train,1.8810171,nonionic,0.0034225032055445,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B310E0>,,,,,,-0.6497187538409961,-0.09743315145890669
120,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.113943352,train,4.1129456,nonionic,9.955955791897271e-07,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B336F0>,,,,,,-0.6401143656250384,-0.08530114539327886
121,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.113943352,train,2.9097548,nonionic,0.0416929839155206,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32E30>,,,,,,-0.6354821730906461,-0.0853092578640503
122,CCCCCCCC[N+](C)(C)C.[Br-],5.146128036,train,5.4264045,cationic,0.078554882911997,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31150>,,,,,,0.9280569449803636,-0.22191417328947835
123,CCCCCCCCCC[N+](C)(C)C.[Br-],4.832508913,train,4.7157035,cationic,0.0136435074504754,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30820>,,,,,,0.9452568021832091,-0.23578220247581821
124,CCCCCCCCCC[N+](C)(C)C.[Cl-],4.832508913,train,4.940871,cationic,0.0117422902908147,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B311C0>,,,,,,1.0358964681607945,-0.21258438013492795
125,CCCCCCCCCCCC[N+](C)(C)C.[Br-],4.204119983,test,4.052776,cationic,0.0229050436172596,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B329D0>,,,,,,0.9543881916074622,-0.24303099972089307
126,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],4.3010299960000005,train,4.2355,cationic,0.0042941988740851,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31D90>,,,,,,1.044688172382781,-0.21931086984424195
127,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],3.556302501,train,3.5499678,cationic,4.012886995142992e-05,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B327A0>,,,,,,0.9535828371528943,-0.24226655089292795
128,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],3.653212514,train,3.6717238,cationic,0.000342669287309,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30350>,,,,,,1.0430287616048566,-0.21819896151533696
129,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.991226076,train,2.8383303,cationic,0.0233771278410339,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32490>,,,,,,0.9428816345582841,-0.23348639336177604
130,CCCCCCCCCC[n+]1ccccc1.[Br-],4.643452676,train,4.590052,cationic,0.0028516185439876,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32B90>,,,,,,0.9508289819201484,-0.24212576167636546
131,CCCCCCCCCCC[n+]1ccccc1.[Br-],4.322219295,train,4.272711,cationic,0.0024510910602431,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33450>,,,,,,0.9573616645027185,-0.24729193702409133
132,CCCCCCCCCCCC[n+]1ccccc1.[Br-],4.0569048510000005,test,3.9797506,cationic,0.0059527733181967,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33BC0>,,,,,,0.96128814733597,-0.2503620729127333
133,CCCCCCCCCCCC[n+]1ccccc1.[Cl-],4.230448921,train,4.1262345,cationic,0.0108606389991611,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33A70>,,,,,,1.050911397053544,-0.2255379430778152
134,CCCCCCCCCCCC[n+]1ccccc1.[I-],3.72427587,train,3.696775,cationic,0.0007563000747974,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B323B0>,,,,,,0.5066036325503496,-0.21197514229325382
135,CCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.72427587,train,3.677104,cationic,0.0022251856705522,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B306D0>,,,,,,0.9624038075396912,-0.25118006301280166
136,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.431363764,train,3.3364997,cationic,0.0089991923443428,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32650>,,,,,,0.9606381083200816,-0.24968897992284017
137,CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],3.544068044,train,3.427679,cationic,0.0135463951566837,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B338B0>,,,,,,1.0496346172625723,-0.2246530594821933
138,CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.113943352,train,2.9632702,cationic,0.0227024025372294,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31930>,,,,,,0.9560616688749035,-0.24593729256333416
139,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],2.806179974,train,2.6249056,cationic,0.0328604036567927,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32AB0>,,,,,,0.9489129226549032,-0.24010108504531405
140,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],2.954242509,test,2.732067,cationic,0.0493619087409487,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31BD0>,,,,,,1.037885918597619,-0.21584273388368796
141,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],2.380211242,train,2.2346272,cationic,0.0211946996418873,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33370>,,,,,,1.0182112221275967,-0.20082857808863985
142,CCCCCCCCCCCC[N+](C)(C)CC.[Br-],4.146128036,train,4.003122,cationic,0.0204507684120509,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31D20>,,,,,,0.960335093339717,-0.2513742858924083
143,CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],3.875061263,train,3.9142866,cationic,0.0015386281190515,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B318C0>,,,,,,0.9511562922058487,-0.23646832846713076
144,CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],3.491361694,train,3.6301913,cationic,0.0192736667605047,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31310>,,,,,,0.9555006686608356,-0.24066455156847147
145,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],3.041392685,train,3.0968394,cationic,0.0030743413035413,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32730>,,,,,,0.9491567992101084,-0.2353973951070939
146,CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],3.491361694,train,3.4782596,cationic,0.0001716658250528,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B337D0>,,,,,,0.9612871918709095,-0.2510780828432397
147,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],3.322219295,train,3.294002,cationic,0.0007962125699079,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33A00>,,,,,,0.9192968226945548,-0.2004985228280063
148,CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],3.079181246,train,3.1822028,cationic,0.0106134438872267,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B31F50>,,,,,,0.8767542170682774,-0.1551874704226318
149,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],4.591064607,train,4.315782,cationic,0.0757804750891142,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33920>,,,,,,1.0425126140388545,-0.21952492962279332
150,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.944482672,test,3.8032494,cationic,0.0199468486639925,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B322D0>,,,,,,1.0519563926543714,-0.22670255215729246
151,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.301029996,train,3.222105,cationic,0.0062291508508091,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30890>,,,,,,1.050173650970847,-0.22551921862670007
152,CCCCCCCCCCCC[NH2+]CCO.[Cl-],4.653212514,train,4.6143174,cationic,0.0015128285593772,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33840>,,,,,,1.0358615835059042,-0.2126614450199729
153,CCCCCCCCCCCC[NH+]CCO.[Cl-],4.556302501,train,4.4802437,cationic,0.0057849438166515,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32500>,,,,,,1.0337046545019615,-0.2112968307089066
154,CCCCCCCCCCCC[N+]CCO.[Cl-],4.397940009,train,4.2590346,cationic,0.0192947033048818,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B32420>,,,,,,1.0416364424962965,-0.21789718934445187
155,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],3.267171728,train,3.0968394,cationic,0.0290130924410052,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30190>,,,,,,0.9491567992101079,-0.23539739510709362
156,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],2.245512668,train,1.9181186,cationic,0.1071868783303451,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B312A0>,,,,,,0.9118068969707595,-0.2044687762127327
157,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],3.278753601,train,3.2951984,anionic,0.000270432747883,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30270>,,,,,,0.8220686729059345,0.058820722969000025
158,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],3.176091259,train,3.1924562,anionic,0.0002678127806041,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B33D10>,,,,,,0.8780526812935269,0.007116844479288208
159,CCCCCCCCCCS(=O)(=O)[O-].[Na+],4.633468456,train,4.6120353,anionic,0.0004593812689712,<rdkit.Chem.rdchem.Mol object at 0x00000258C9B30740>,,,,,,1.089656055888492,-0.1663174143093571
160,CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],4.093421685,train,4.1464686,anionic,0.0028139793683338,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA9D0>,,,,,,1.0914834459547431,-0.1683948742665098
161,CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],4.041392685,train,4.146515,anionic,0.0110506785260984,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F8D60>,,,,,,0.4085351492003123,2.3277794773153944
162,CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],3.949390007,train,3.8928342,anionic,0.0031985608263252,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA6C0>,,,,,,0.36081679355986085,1.4381376129176369
163,CCCCCCCCCCCCS(=O)(=O)[O-].[K+],3.968482949,train,4.095995,anionic,0.0162593102309174,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F98C0>,,,,,,0.6734850664616596,0.14401525559915704
164,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.913813852,test,3.7073226,anionic,0.0426386381834714,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F8BA0>,,,,,,1.0020558410346436,-0.19040058657570638
165,CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],3.949390007,train,3.7397356,anionic,0.0439549689771667,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FAE30>,,,,,,0.4087841091347097,2.3321382409369407
166,CCCCCCCCC(CC)OS(=O)(=O)[O-].C[N+](C)(C)C,3.740362689,train,3.761619,anionic,0.0004518346274283,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9540>,,,,,,0.3732497076992647,1.6113148136623712
167,CCCCCCCCC(CC)OS(=O)(=O)[O-].CCC[N+](CCC)(CCC)CCC,3.3424226810000004,train,3.1786108,anionic,0.0268343318008537,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F91C0>,,,,,,-0.23338802727219668,0.03407793109933676
168,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.322219295,train,3.30197,anionic,0.0004100337440704,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FB290>,,,,,,0.9944504612442193,-0.18575565778685804
169,CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],4.201397124,train,4.192197,anionic,8.464511512453856e-05,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9770>,,,,,,1.087795171406139,-0.17331792323408324
170,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],3.591064607,train,3.3344307,anionic,0.065860965003956,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F93F0>,,,,,,0.9968696672175966,-0.18904054089774427
171,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],3.462397998,test,3.0357957,anionic,0.1819895303605422,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA110>,,,,,,0.9939002852858407,-0.18735588834441788
172,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.397940009,train,1.194624,anionic,0.0413374210088139,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FB4C0>,,,,,,0.9559484721253827,-0.1622755355937624
173,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.934498451,train,2.3715339,anionic,0.1909999580697518,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA880>,,,,,,0.9686152981383467,-0.1646367878507975
174,CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],5.230448921,train,5.239033,anionic,7.369022706633712e-05,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F8430>,,,,,,1.0469316120361245,-0.14424594551680045
175,CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.8195439360000005,train,4.681043,anionic,0.0191824682653273,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F8120>,,,,,,1.0643809037408134,-0.15657760101323928
176,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.342422681,train,4.259006,anionic,0.0069583387639908,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FB920>,,,,,,1.0740838064501674,-0.163904129204848
177,CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],5.3010299960000005,train,4.9075975,anionic,0.1547890960106891,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9A10>,,,,,,0.920664273579002,-0.051883968742636316
178,CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],4.72427587,test,4.17396,anionic,0.3028473268598296,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F8350>,,,,,,0.9449423600252688,-0.07413237263701253
179,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],3.397940009,train,3.445899,anionic,0.0023000657485828,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9230>,,,,,,0.8901388279071523,-0.012735850359891693
180,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],2.959041392,train,2.926036,anionic,0.0010893637535669,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F97E0>,,,,,,0.9617913604615599,-0.09007838026775063
181,CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],3.352182518,train,3.2424703,anionic,0.0120367785823516,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FBAE0>,,,,,,1.0531308941281459,-0.16357977879304708
182,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],3.1303337680000003,train,3.0910826,anionic,0.0015406563138727,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FBED0>,,,,,,1.0384820785411926,-0.15048765493187735
183,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],4.462397998,train,4.4689517,anionic,4.295103766523866e-05,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FACE0>,,,,,,0.5794407902480633,0.19933901537031995
184,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],4.477121255,train,4.742835,anionic,0.0706038181222104,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA500>,,,,,,0.8495991985526933,-0.028147563571668806
185,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],4.51851394,test,3.698588,anionic,0.6722787201881557,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9150>,,,,,,0.4125541588530169,2.3991490643834834
186,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],4.477121255,train,4.74178,anionic,0.0700441476803886,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9D90>,,,,,,0.846405305275677,-0.024966983120329595
187,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.69019608,train,3.624475,anionic,0.0043192600555192,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FAF10>,,,,,,0.41211629468730815,2.3916916561879105
188,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.799340549,train,3.9097037,anionic,0.0121800320596655,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FBD10>,,,,,,0.4121278179561943,2.391866851973429
189,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],3.1461280360000003,train,3.3185868,anionic,0.0297420343601769,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FBC30>,,,,,,0.9555532428322331,-0.08289382281625247
190,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],2.86332286,train,2.7114,anionic,0.0230805456543132,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA030>,,,,,,1.0545393859345937,-0.16225835372413686
191,CCCCCCCCCC[N+](C)(C)CC(=O)[O-],4.255272505,train,4.2199063,zwitterionic,0.001250766326446,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F87B0>,,,,,,-0.30176118112458955,-0.08692419860246983
192,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],3.301029996,test,3.3279066,zwitterionic,0.0007223523038583,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9A80>,,,,,,-0.30132811318590264,-0.09005276487148874
193,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],2.342422681,train,2.1953406,zwitterionic,0.0216331287284637,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA180>,,,,,,-0.2957232863808323,-0.0893205684228157
194,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],1.301029996,train,1.188076,zwitterionic,0.0127586008552562,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FA1F0>,,,,,,-0.28525568729314243,-0.08483325322264267
195,CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],3.662757832,train,3.6600323,zwitterionic,7.428675466394666e-06,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FB0D0>,,,,,,-0.06986091098005034,-0.04982485075910526
196,CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],3.414973348,train,2.8741112,zwitterionic,0.2925318896012778,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9FC0>,,,,,,-0.04792620696140557,-0.04490227563417029
197,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],3.176091259,test,1.740359,zwitterionic,2.061327266817607,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9B60>,,,,,,-0.04366887085558014,-0.043113316851534626
198,CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,3.716003344,train,3.6469631,zwitterionic,0.0047665525980664,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9620>,,,,,,-0.26461020491592896,-0.08343695413367211
199,CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,2.77815125,train,2.6644678,zwitterionic,0.012923924169977,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F9AF0>,,,,,,-0.2613879091855463,-0.08432693722849965
200,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],3.477121255,train,3.1565924,zwitterionic,0.1027387667093794,<rdkit.Chem.rdchem.Mol object at 0x00000258C99FAFF0>,,,,,,-0.1263816719150096,-0.06119367902601184
201,CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],2.505149978,train,2.5014458,zwitterionic,1.3721154953872715e-05,<rdkit.Chem.rdchem.Mol object at 0x00000258C99F94D0>,,,,,,-0.12272407440523075,-0.06092030188341601
202,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO,3.4727564493172123,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9EF0580>,2-BUTYL HEXYL/OXYETHYLENE/6 ALCOHOL,422.7,22.5,0.00297,True,-0.6431146856623222,-0.08065579801512361
203,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.505149978319906,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9EF12A0>,2-BUTYL HEXYL/OXYETHYLENE/9 ALCOHOL,554.9,20.0,0.0032,True,-0.6214122098735635,-0.06823857512901733
204,CCC(C)CCOCCOCCOCCOCCOCCOCCO,5.0,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9EF0EB0>,2-ETHYL BUTYL/OXYETHYLENE/6 ALCOHOL,366.6,20.0,0.1,True,-0.5214065459555015,0.008364930953586095
205,CCCC(C)CCCOCCOCCOCCOCCOCCOCCO,4.361727836017593,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E40660>,2-PROPYL PENTYL/OXYETHYLENE/6 ALCOHOL,394.6,20.0,0.023,True,-0.6126898863640129,-0.05893088972817185
206,CCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,3.716003343634799,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E43990>,ALPHA SULFOMYRISTIC ACID,308.4,25.0,0.0052,True,-0.5994397805015795,-0.08850581254443737
207,CCCCCCOCCOCCOCCOCCOCCOCCO,5.900913067737669,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E420A0>,BUTYL/OXYETHYLENE/6 ALCOHOL,338.5,20.0,0.796,True,-0.6351980472077733,-0.08156109040407254
208,CCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCCC[N+](C)(C)C,3.133538908370217,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E43680>,DECYL TRIMETHYLAMMONIUM DECANESULFONATE,421.7,25.0,0.00136,True,-0.09277331448450044,-0.03914141485503063
209,CCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCC[N+](C)(C)C,2.662757831681574,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E42DC0>,DECYL TRIMETHYLAMMONIUM DECYL SULFATE,437.8,25.0,0.00046,True,-0.30732981167432316,-0.07029997996032245
210,CCCCCCCCCCCCOC(=O)CC(=O)[O-].CCCCCCCCCCCCOC(=O)CC(=O)[O-].[K+].[K+],4.698970004336019,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E42110>,DIPOTASSIUM DODECYL MALONATE,348.6,25.0,0.05,True,0.6918113886506173,0.7681384179769813
211,CCCCCCCCOC(=O)CC(=O)[O-].CCCCCCCCOC(=O)CC(=O)[O-].[K+].[K+],5.477121254719663,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E42570>,DIPOTASSIUM OCTYL MALONATE,292.5,20.0,0.3,True,0.691994555444904,0.7585465285970756
212,CCCCCCCCCCCCCCOC(=O)CC(=O)[O-].CCCCCCCCCCCCCCOC(=O)CC(=O)[O-].[K+].[K+],4.2552725051033065,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258CA096030>,DIPOTASSIUM TETRADECYL MALONATE,376.7,25.0,0.018,True,0.6877779876047211,0.7688446018485416
213,CCCCCCCCCCCC[NH3+].[Cl-],4.169282471503407,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258CA096C70>,DODECYL AMMONIUM CHLORIDE,221.80000000000004,23.33333333333333,0.0147666666666666,True,1.0558969300947751,-0.22723385434750107
214,CCCCCCCCCCCC[n+]1cccc2ccccc21.[Br-],3.681241237375587,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258CA095FC0>,DODECYLQUINOLINIUM BROMIDE,378.4,25.0,0.0048,True,0.9506616292740627,-0.23967285601859756
215,CCCCCC.CCCCCC[N+](C)(C)C.CCCCCC[N+](C)(C)C.O=S(=O)([O-])[O-],5.041392685158225,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258CA096A40>,HEXYL TRIMETHYLAMMONIUM HEXANE SULFATE,325.5,25.0,0.11,True,0.2526348163387927,0.12350651525307148
