,fingerprint_index,SMILES,weight,selected,above_threshold_occurence,norm_weight,above_threshold_occurance
1289733356,155,[C]1[CH][CH2][CH2][O]1,-0.40681432266274875,True,,-0.061329566709768774,True
2670676641,156,[O]=[C]1[CH][CH2][CH2][O]1,,False,,,True
754917428,157,[NH][CH]1[CH2][CH2][O][C]1=[O],-0.40681432266274875,True,,-0.061329566709768774,True
2478409086,158,[CH2][CH2][CH2][C]([NH])=[O],,False,,,True
2711658528,159,[CH2][CH2][C](=[O])[NH][CH],,False,,,True
3528365884,160,[CH][CH2][O],,False,,,True
3859127983,161,[CH2][CH2][O][CH2][CH],,False,,,True
4290481548,162,[O][CH2][CH]([OH])[CH2][OH],,False,,,False
199601932,163,[CH2][O][CH],,False,,,True
80344395,164,[CH2][CH2][CH2][O][CH],-0.09442021373174868,True,,-0.024088955505644077,True
4214249077,165,[CH2][CH2][O][CH]([CH])[O],,False,,,True
1174850375,166,[CH2][O][CH]([O][CH])[CH]([CH])[OH],,False,,,True
1359030268,167,[CH3][CH2][CH2][CH2][O],,False,,,False
2070529719,168,[CH2][O][CH2][CH]([CH])[OH],,False,,,True
62181279,169,[CH][CH]([OH])[CH]([OH])[CH2][O],,False,,,True
1492256456,170,[CH2][CH]([OH])[CH]([OH])[CH]([CH2])[OH],,False,,,True
3394930777,171,[CH][CH]([OH])[CH]([OH])[CH2][OH],,False,,,True
1792771497,172,[CH][CH2][O],,False,,,True
3552614577,173,[CH2][CH2][C](=[O])[O][CH2],,False,,,True
864024336,174,[C][O][CH2][CH]([CH])[OH],,False,,,True
4186520776,175,[CH][CH]([OH])[CH]([OH])[CH2][O],,False,,,True
1591887419,176,[C][CH2][CH2][CH2][CH3],,False,,,False
1113065109,177,[CH][CH2][S],,False,,,True
1527591319,178,[CH3][CH2][CH2][CH2][S],,False,,,False
1461558302,179,[CH2][CH2][S][CH2][CH],,False,,,True
4219504678,180,[CH][CH]([OH])[CH]([OH])[CH2][S],,False,,,True
1008153002,181,[CH2][CH]([CH2])[O],,False,,,True
4067861211,182,[CH2][CH2][CH2][CH]([CH2])[O],,False,,,True
1422093470,183,[CH2][CH2][CH]([CH2][CH2])[O][CH],,False,,,False
2138049354,184,[CH][CH2][CH2][CH2][CH3],,False,,,True
3395466208,185,[CH2][CH]([CH2])[O][CH]([CH])[O],,False,,,True
1461019263,186,[CH][CH2][CH3],,False,,,True
1863678602,187,[CH2][CH2][CH]([CH2][CH3])[O][CH],,False,,,False
2730636930,188,[CH3][CH2][CH]([CH2])[O],,False,,,True
3046547065,189,[CH2][CH]([CH3])[O],,False,,,False
438888534,190,[CH][CH3],,False,,,True
3830652778,191,[CH2][CH2][CH2][CH]([CH3])[O],,False,,,False
3376165284,192,[CH2][CH2][CH]([CH3])[O][CH],,False,,,False
3695644241,193,[CH2][CH]([CH3])[O][CH]([CH])[O],,False,,,False
2312068314,194,[CH3][CH2][CH2][CH]([CH2])[O],,False,,,False
1072634941,195,[CH][CH2][CH2][CH3],,False,,,False
1707814329,196,[CH][CH]([O])[OH],,False,,,True
500202114,197,[C][O][CH2][CH]([CH])[O],,False,,,True
2410830020,198,[CH][O][CH]([CH2][O])[CH]([CH])[OH],,False,,,True
1842502174,199,[CH2][CH]([CH])[O][CH]([CH])[O],,False,,,True
2441492553,200,[CH][CH]([CH])[O][CH]([CH])[O],,False,,,False
1270027616,201,[CH][O][CH]([CH]([CH2])[O])[CH]([CH])[OH],,False,,,True
1344233445,202,[CH][O][CH]([CH2][OH])[CH]([CH])[O],,False,,,True
2566696705,203,[CH][CH]([CH2])[O][CH]([CH])[OH],,False,,,False
3429485852,204,[CH][O][CH]([OH])[CH]([CH])[OH],,False,,,False
2738674922,205,[CH][CH]([OH])[CH]([OH])[CH]([O])[OH],,False,,,False
1608819205,206,[CH][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,,,False
2375242104,207,[CH][CH]([OH])[CH]([OH])[CH]([O])[O],,False,,,True
1367904640,208,[CH2][CH]([O])[CH]([OH])[CH]([CH])[OH],,False,,,True
1974114355,209,[CH2][CH]([CH2])[S],,False,,,False
2757719888,210,[CH][S][CH2],-0.24583681840658417,True,,-0.03706129483224435,True
2534237434,211,[C][CH2][O],,False,,,False
187571206,212,[CH2][C]([CH])([CH])[OH],,False,,,False
124889035,213,[C][OH],,False,,,False
2158028395,214,[CH2][CH2][CH2][CH]([CH2])[S],,False,,,False
1197860719,215,[CH2][CH2][CH]([CH2][CH2])[S][CH2],,False,,,False
643914724,216,[CH2][CH2][CH2][CH2][CH3],,False,,,True
2659071483,217,[CH2][CH2][S][CH]([CH2])[CH2],,False,,,False
2988209615,218,[C][CH2][CH2][S][CH],,False,,,False
2343956345,219,[O]=[C]([O])[CH2][CH2][S],,False,,,False
3404992163,220,[C][CH2][O][C]([CH2])=[O],,False,,,False
2206544704,221,[C][O][CH2][C]([CH])([CH])[OH],,False,,,False
1839403279,222,[O][CH2][C]1([OH])[CH]([OH])[CH][CH][CH]1[OH],,False,,,False
1792295829,223,[CH2][C]1([OH])[CH][CH][CH]([OH])[CH]1[OH],,False,,,False
330985608,224,[OH][CH]1[C][CH][CH]([OH])[CH]1[OH],,False,,,False
3086966451,225,[C][N]([CH3])[CH2],-0.05603338458716309,True,,-0.017501888924656595,True
3209374481,226,[CH3][N],-0.05603338458716309,True,,-0.017501888924656595,True
609776002,227,[CH][CH2][N],,False,,,True
56464229,228,[CH2][CH2][C](=[O])[N]([CH3])[CH2],,False,,,True
3613555598,229,[CH][CH2][N]([CH3])[C]([CH2])=[O],-0.05603338458716309,True,,-0.017501888924656595,True
258646059,230,[C][N]([CH3])[CH2][CH]([CH])[OH],,False,,,True
2990791772,231,[CH][CH]([OH])[CH]([OH])[CH2][N],,False,,,True
3838413962,232,[CH2][CH]([OH])[CH]([OH])[CH]([CH])[OH],0.5716972838266566,True,,0.060599790886165045,True
2762368159,233,[CH][CH]([OH])[CH]([OH])[CH]([CH2])[OH],,False,,,True
107553618,234,[CH][O][CH]([O][CH2])[CH]([CH])[OH],,False,,,True
4116473328,235,[CH][CH2][O][CH]([CH])[O],,False,,,True
2844928370,236,[CH][O][CH2][CH]([CH])[O],,False,,,True
1972349843,237,[CH][O][CH]([CH2][O])[CH]([CH])[OH],,False,,,True
1217419212,238,[CH][O][CH]([O][C])[CH]([CH])[OH],,False,,,True
3825638760,239,[CH][CH]([O])[O][C]([CH2])([CH])[O],,False,,,True
541352221,240,[CH][O][C]1([CH2][OH])[O][CH][CH][CH]1[OH],,False,,,True
3322808449,241,[CH][CH]([O])[S],-0.13450412124326733,True,,-0.014257408336998179,True
819598549,242,[C][O][CH],-0.13450412124326733,True,,-0.014257408336998179,True
4089211820,243,[CH2][CH2][S][CH]([CH])[O],-0.13450412124326733,True,,-0.014257408336998179,True
1938756408,244,[CH2][S][CH]1[O][C][CH][CH]1[OH],-0.13450412124326733,True,,-0.014257408336998179,True
3631579404,245,[O]=[C]1[CH][CH][CH]([S])[O]1,-0.13450412124326733,True,,-0.014257408336998179,True
