no,smiles,exp,traintest,pred,type,err,Molecules,cluster
134,CCCCCCCCCCCC[n+]1ccccc1.[I-],3.72427587,train,3.696775,cationic,0.0007563000747974,<rdkit.Chem.rdchem.Mol object at 0x000001BED617A9D0>,-1
135,CCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.72427587,train,3.677104,cationic,0.0022251856705522,<rdkit.Chem.rdchem.Mol object at 0x000001BED617A260>,38
136,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.431363764,train,3.3364997,cationic,0.0089991923443428,<rdkit.Chem.rdchem.Mol object at 0x000001BED617AF10>,38
137,CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],3.544068044,train,3.427679,cationic,0.0135463951566837,<rdkit.Chem.rdchem.Mol object at 0x000001BED617AC00>,39
138,CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.113943352,train,2.9632702,cationic,0.0227024025372294,<rdkit.Chem.rdchem.Mol object at 0x000001BED617B140>,38
139,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],2.806179974,train,2.6249056,cationic,0.0328604036567927,<rdkit.Chem.rdchem.Mol object at 0x000001BED617ACE0>,38
140,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],2.954242509,test,2.732067,cationic,0.0493619087409487,<rdkit.Chem.rdchem.Mol object at 0x000001BED61787B0>,39
141,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],2.380211242,train,2.2346272,cationic,0.0211946996418873,<rdkit.Chem.rdchem.Mol object at 0x000001BED617BD80>,39
142,CCCCCCCCCCCC[N+](C)(C)CC.[Br-],4.146128036,train,4.003122,cationic,0.0204507684120509,<rdkit.Chem.rdchem.Mol object at 0x000001BED617A6C0>,24
143,CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],3.875061263,train,3.9142866,cationic,0.0015386281190515,<rdkit.Chem.rdchem.Mol object at 0x000001BED6178740>,24
144,CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],3.491361694,train,3.6301913,cationic,0.0192736667605047,<rdkit.Chem.rdchem.Mol object at 0x000001BED617A7A0>,24
145,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],3.041392685,train,3.0968394,cationic,0.0030743413035413,<rdkit.Chem.rdchem.Mol object at 0x000001BED617B530>,24
146,CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],3.491361694,train,3.4782596,cationic,0.0001716658250528,<rdkit.Chem.rdchem.Mol object at 0x000001BED617AC70>,-1
147,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],3.322219295,train,3.294002,cationic,0.0007962125699079,<rdkit.Chem.rdchem.Mol object at 0x000001BED617B300>,27
148,CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],3.079181246,train,3.1822028,cationic,0.0106134438872267,<rdkit.Chem.rdchem.Mol object at 0x000001BED5EA7220>,27
149,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],4.591064607,train,4.315782,cationic,0.0757804750891142,<rdkit.Chem.rdchem.Mol object at 0x000001BED5EA6AB0>,30
150,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.944482672,test,3.8032494,cationic,0.0199468486639925,<rdkit.Chem.rdchem.Mol object at 0x000001BED5EA6180>,30
151,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.301029996,train,3.222105,cationic,0.0062291508508091,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE1F0>,30
152,CCCCCCCCCCCC[NH2+]CCO.[Cl-],4.653212514,train,4.6143174,cationic,0.0015128285593772,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF060>,18
153,CCCCCCCCCCCC[NH+]CCO.[Cl-],4.556302501,train,4.4802437,cationic,0.0057849438166515,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF840>,18
154,CCCCCCCCCCCC[N+]CCO.[Cl-],4.397940009,train,4.2590346,cationic,0.0192947033048818,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE810>,18
155,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],3.267171728,train,3.0968394,cationic,0.0290130924410052,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC740>,24
156,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],2.245512668,train,1.9181186,cationic,0.1071868783303451,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE3B0>,24
157,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],3.278753601,train,3.2951984,anionic,0.000270432747883,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE9D0>,35
158,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],3.176091259,train,3.1924562,anionic,0.0002678127806041,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDD20>,35
159,CCCCCCCCCCS(=O)(=O)[O-].[Na+],4.633468456,train,4.6120353,anionic,0.0004593812689712,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD2A0>,22
160,CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],4.093421685,train,4.1464686,anionic,0.0028139793683338,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC190>,22
161,CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],4.041392685,train,4.146515,anionic,0.0110506785260984,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDFC0>,22
162,CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],3.949390007,train,3.8928342,anionic,0.0031985608263252,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFF40>,22
163,CCCCCCCCCCCCS(=O)(=O)[O-].[K+],3.968482949,train,4.095995,anionic,0.0162593102309174,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CCB30>,22
164,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.913813852,test,3.7073226,anionic,0.0426386381834714,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD1C0>,21
165,CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],3.949390007,train,3.7397356,anionic,0.0439549689771667,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE570>,21
166,CCCCCCCCC(CC)OS(=O)(=O)[O-].C[N+](C)(C)C,3.740362689,train,3.761619,anionic,0.0004518346274283,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDEE0>,34
167,CCCCCCCCC(CC)OS(=O)(=O)[O-].CCC[N+](CCC)(CCC)CCC,3.3424226810000004,train,3.1786108,anionic,0.0268343318008537,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC9E0>,34
168,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.322219295,train,3.30197,anionic,0.0004100337440704,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDD90>,21
169,CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],4.201397124,train,4.192197,anionic,8.464511512453856e-05,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDE70>,-1
170,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],3.591064607,train,3.3344307,anionic,0.065860965003956,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CCC80>,20
171,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],3.462397998,test,3.0357957,anionic,0.1819895303605422,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CCE40>,20
172,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.397940009,train,1.194624,anionic,0.0413374210088139,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC350>,20
173,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.934498451,train,2.3715339,anionic,0.1909999580697518,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE8F0>,-1
174,CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],5.230448921,train,5.239033,anionic,7.369022706633712e-05,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CECE0>,31
175,CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.8195439360000005,train,4.681043,anionic,0.0191824682653273,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDF50>,31
176,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.342422681,train,4.259006,anionic,0.0069583387639908,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF0D0>,31
177,CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],5.3010299960000005,train,4.9075975,anionic,0.1547890960106891,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE730>,32
178,CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],4.72427587,test,4.17396,anionic,0.3028473268598296,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CCD60>,32
179,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],3.397940009,train,3.445899,anionic,0.0023000657485828,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CEAB0>,-1
180,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],2.959041392,train,2.926036,anionic,0.0010893637535669,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFAE0>,32
181,CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],3.352182518,train,3.2424703,anionic,0.0120367785823516,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CEEA0>,33
182,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],3.1303337680000003,train,3.0910826,anionic,0.0015406563138727,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD700>,33
183,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],4.462397998,train,4.4689517,anionic,4.295103766523866e-05,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD150>,43
184,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],4.477121255,train,4.742835,anionic,0.0706038181222104,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CEB90>,43
185,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],4.51851394,test,3.698588,anionic,0.6722787201881557,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE650>,43
186,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],4.477121255,train,4.74178,anionic,0.0700441476803886,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE490>,43
187,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.69019608,train,3.624475,anionic,0.0043192600555192,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CE0A0>,43
188,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.799340549,train,3.9097037,anionic,0.0121800320596655,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFC30>,43
189,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],3.1461280360000003,train,3.3185868,anionic,0.0297420343601769,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CDCB0>,32
190,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],2.86332286,train,2.7114,anionic,0.0230805456543132,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFB50>,33
191,CCCCCCCCCC[N+](C)(C)CC(=O)[O-],4.255272505,train,4.2199063,zwitterionic,0.001250766326446,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF3E0>,28
192,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],3.301029996,test,3.3279066,zwitterionic,0.0007223523038583,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFD80>,28
193,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],2.342422681,train,2.1953406,zwitterionic,0.0216331287284637,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CEDC0>,28
194,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],1.301029996,train,1.188076,zwitterionic,0.0127586008552562,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF920>,28
195,CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],3.662757832,train,3.6600323,zwitterionic,7.428675466394666e-06,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CFE60>,29
196,CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],3.414973348,train,2.8741112,zwitterionic,0.2925318896012778,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CF7D0>,29
197,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],3.176091259,test,1.740359,zwitterionic,2.061327266817607,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD7E0>,29
198,CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,3.716003344,train,3.6469631,zwitterionic,0.0047665525980664,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CD460>,40
199,CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,2.77815125,train,2.6644678,zwitterionic,0.012923924169977,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC660>,40
200,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],3.477121255,train,3.1565924,zwitterionic,0.1027387667093794,<rdkit.Chem.rdchem.Mol object at 0x000001BED60CC430>,23
201,CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],2.505149978,train,2.5014458,zwitterionic,1.3721154953872715e-05,<rdkit.Chem.rdchem.Mol object at 0x000001BED5ED28F0>,23
